Commodity,State,Units,Year,Value
Beef and veal,Louisiana,Million dollars,2000,17.1393
Beef and veal,Louisiana,Million dollars,2001,14.9442
Beef and veal,Louisiana,Million dollars,2002,13.2169
Beef and veal,Louisiana,Million dollars,2003,15.161
Beef and veal,Louisiana,Million dollars,2004,3.4994
Beef and veal,Louisiana,Million dollars,2005,6.5047
Beef and veal,Louisiana,Million dollars,2006,8.103
Beef and veal,Louisiana,Million dollars,2007,10.2059
Beef and veal,Louisiana,Million dollars,2008,12.6134
Beef and veal,Louisiana,Million dollars,2009,13.3274
Beef and veal,Louisiana,Million dollars,2010,15.4984
Beef and veal,Louisiana,Million dollars,2011,19.7954
Beef and veal,Louisiana,Million dollars,2012,22.4911
Beef and veal,Louisiana,Million dollars,2013,22.6335
Beef and veal,Louisiana,Million dollars,2014,31.1682
Beef and veal,Louisiana,Million dollars,2015,29.747
Beef and veal,Louisiana,Million dollars,2016,21.8119
Beef and veal,Louisiana,Million dollars,2017,22.9322
Beef and veal,Louisiana,Million dollars,2018,29.3962
Beef and veal,Louisiana,Million dollars,2019,24.2154
Beef and veal,Louisiana,Million dollars,2020,22.6845
Beef and veal,Louisiana,Million dollars,2022,32.2658
Beef and veal,Louisiana,Million dollars,2023,31.1268
Beef and veal,Louisiana,Million dollars,2021,29.4748
Beef and veal,Maine,Million dollars,2000,1.5383
Beef and veal,Maine,Million dollars,2001,1.427
Beef and veal,Maine,Million dollars,2002,1.4755
Beef and veal,Maine,Million dollars,2003,1.4188
Beef and veal,Maine,Million dollars,2004,0.2838
Beef and veal,Maine,Million dollars,2005,0.4581
Beef and veal,Maine,Million dollars,2006,0.7982
Beef and veal,Maine,Million dollars,2007,0.7362
Beef and veal,Maine,Million dollars,2008,0.8967
Beef and veal,Maine,Million dollars,2009,0.7689
Beef and veal,Maine,Million dollars,2010,0.8657
Beef and veal,Maine,Million dollars,2011,1.4173
Beef and veal,Maine,Million dollars,2012,1.6686
Beef and veal,Maine,Million dollars,2013,1.9393
Beef and veal,Maine,Million dollars,2014,2.4408
Beef and veal,Maine,Million dollars,2015,2.6778
Beef and veal,Maine,Million dollars,2016,1.7634
Beef and veal,Maine,Million dollars,2017,2.4964
Beef and veal,Maine,Million dollars,2018,2.5556
Beef and veal,Maine,Million dollars,2019,2.0759
Beef and veal,Maine,Million dollars,2020,2.6243
Beef and veal,Maine,Million dollars,2022,3.0519
Beef and veal,Maine,Million dollars,2023,3.2218
Beef and veal,Maine,Million dollars,2021,3.0628
Beef and veal,Maryland,Million dollars,2000,6.2562
Beef and veal,Maryland,Million dollars,2001,5.1367
Beef and veal,Maryland,Million dollars,2002,5.6788
Beef and veal,Maryland,Million dollars,2003,6.8659
Beef and veal,Maryland,Million dollars,2004,1.3212
Beef and veal,Maryland,Million dollars,2005,2.1916
Beef and veal,Maryland,Million dollars,2006,3.4561
Beef and veal,Maryland,Million dollars,2007,4.1538
Beef and veal,Maryland,Million dollars,2008,4.3472
Beef and veal,Maryland,Million dollars,2009,3.6601
Beef and veal,Maryland,Million dollars,2010,4.998
Beef and veal,Maryland,Million dollars,2011,5.6388
Beef and veal,Maryland,Million dollars,2012,9.959
Beef and veal,Maryland,Million dollars,2013,8.895
Beef and veal,Maryland,Million dollars,2014,8.8733
Beef and veal,Maryland,Million dollars,2015,7.8343
Beef and veal,Maryland,Million dollars,2016,7.9421
Beef and veal,Maryland,Million dollars,2017,6.7115
Beef and veal,Maryland,Million dollars,2018,8.5845
Beef and veal,Maryland,Million dollars,2019,11.4327
Beef and veal,Maryland,Million dollars,2020,7.7297
Beef and veal,Maryland,Million dollars,2022,12.3604
Beef and veal,Maryland,Million dollars,2023,9.0322
Beef and veal,Maryland,Million dollars,2021,12.207
Beef and veal,Massachusetts,Million dollars,2000,0.949
Beef and veal,Massachusetts,Million dollars,2001,0.5058
Beef and veal,Massachusetts,Million dollars,2002,0.5554
Beef and veal,Massachusetts,Million dollars,2003,0.6031
Beef and veal,Massachusetts,Million dollars,2004,0.1289
Beef and veal,Massachusetts,Million dollars,2005,0.2314
Beef and veal,Massachusetts,Million dollars,2006,0.4015
Beef and veal,Massachusetts,Million dollars,2007,0.3792
Beef and veal,Massachusetts,Million dollars,2008,0.543
Beef and veal,Massachusetts,Million dollars,2009,0.3475
Beef and veal,Massachusetts,Million dollars,2010,0.5286
Beef and veal,Massachusetts,Million dollars,2011,0.6153
Beef and veal,Massachusetts,Million dollars,2012,1.0239
Beef and veal,Massachusetts,Million dollars,2013,1.0815
Beef and veal,Massachusetts,Million dollars,2014,1.2963
Beef and veal,Massachusetts,Million dollars,2015,1.1185
Beef and veal,Massachusetts,Million dollars,2016,0.8866
Beef and veal,Massachusetts,Million dollars,2017,1.0013
Beef and veal,Massachusetts,Million dollars,2018,1.1807
Beef and veal,Massachusetts,Million dollars,2019,1.1806
Beef and veal,Massachusetts,Million dollars,2020,0.647
Beef and veal,Massachusetts,Million dollars,2022,1.811
Beef and veal,Massachusetts,Million dollars,2023,1.5673
Beef and veal,Massachusetts,Million dollars,2021,1.0647
Beef and veal,Michigan,Million dollars,2000,22.6795
Beef and veal,Michigan,Million dollars,2001,19.1419
Beef and veal,Michigan,Million dollars,2002,17.2062
Beef and veal,Michigan,Million dollars,2003,17.6639
Beef and veal,Michigan,Million dollars,2004,4.8145
Beef and veal,Michigan,Million dollars,2005,7.7624
Beef and veal,Michigan,Million dollars,2006,12.1867
Beef and veal,Michigan,Million dollars,2007,18.0721
Beef and veal,Michigan,Million dollars,2008,25.3841
Beef and veal,Michigan,Million dollars,2009,20.3396
Beef and veal,Michigan,Million dollars,2010,30.3567
Beef and veal,Michigan,Million dollars,2011,37.7147
Beef and veal,Michigan,Million dollars,2012,39.4374
Beef and veal,Michigan,Million dollars,2013,50.5254
Beef and veal,Michigan,Million dollars,2014,58.383
Beef and veal,Michigan,Million dollars,2015,50.3759
Beef and veal,Michigan,Million dollars,2016,52.8325
Beef and veal,Michigan,Million dollars,2017,62.4256
Beef and veal,Michigan,Million dollars,2018,67.1199
Beef and veal,Michigan,Million dollars,2019,65.2331
Beef and veal,Michigan,Million dollars,2020,61.3239
Beef and veal,Michigan,Million dollars,2022,85.6364
Beef and veal,Michigan,Million dollars,2023,82.1207
Beef and veal,Michigan,Million dollars,2021,81.2971
Beef and veal,Minnesota,Million dollars,2000,79.4652
Beef and veal,Minnesota,Million dollars,2001,78.5498
Beef and veal,Minnesota,Million dollars,2002,70.7903
Beef and veal,Minnesota,Million dollars,2003,84.1376
Beef and veal,Minnesota,Million dollars,2004,16.6669
Beef and veal,Minnesota,Million dollars,2005,28.1453
Beef and veal,Minnesota,Million dollars,2006,39.257
Beef and veal,Minnesota,Million dollars,2007,57.3645
Beef and veal,Minnesota,Million dollars,2008,72.0992
Beef and veal,Minnesota,Million dollars,2009,69.3309
Beef and veal,Minnesota,Million dollars,2010,96.0449
Beef and veal,Minnesota,Million dollars,2011,112.2961
Beef and veal,Minnesota,Million dollars,2012,122.5519
Beef and veal,Minnesota,Million dollars,2013,152.1913
Beef and veal,Minnesota,Million dollars,2014,169.8145
Beef and veal,Minnesota,Million dollars,2015,164.9415
Beef and veal,Minnesota,Million dollars,2016,182.81
Beef and veal,Minnesota,Million dollars,2017,218.3451
Beef and veal,Minnesota,Million dollars,2018,256.7663
Beef and veal,Minnesota,Million dollars,2019,218.5512
Beef and veal,Minnesota,Million dollars,2020,199.6062
Beef and veal,Minnesota,Million dollars,2022,285.0535
Beef and veal,Minnesota,Million dollars,2023,235.3521
Beef and veal,Minnesota,Million dollars,2021,238.8138
Beef and veal,Mississippi,Million dollars,2000,18.8702
Beef and veal,Mississippi,Million dollars,2001,16.5253
Beef and veal,Mississippi,Million dollars,2002,16.2411
Beef and veal,Mississippi,Million dollars,2003,17.6991
Beef and veal,Mississippi,Million dollars,2004,3.4434
Beef and veal,Mississippi,Million dollars,2005,8.3224
Beef and veal,Mississippi,Million dollars,2006,7.8089
Beef and veal,Mississippi,Million dollars,2007,9.7955
Beef and veal,Mississippi,Million dollars,2008,9.914
Beef and veal,Mississippi,Million dollars,2009,9.5612
Beef and veal,Mississippi,Million dollars,2010,14.9303
Beef and veal,Mississippi,Million dollars,2011,12.775
Beef and veal,Mississippi,Million dollars,2012,20.8009
Beef and veal,Mississippi,Million dollars,2013,19.267
Beef and veal,Mississippi,Million dollars,2014,25.9013
Beef and veal,Mississippi,Million dollars,2015,20.6917
Beef and veal,Mississippi,Million dollars,2016,21.1644
Beef and veal,Mississippi,Million dollars,2017,21.0256
Beef and veal,Mississippi,Million dollars,2018,27.7351
Beef and veal,Mississippi,Million dollars,2019,19.7724
Beef and veal,Mississippi,Million dollars,2020,22.9268
Beef and veal,Mississippi,Million dollars,2022,36.0768
Beef and veal,Mississippi,Million dollars,2023,32.7663
Beef and veal,Mississippi,Million dollars,2021,31.999
Beef and veal,Missouri,Million dollars,2000,92.5989
Beef and veal,Missouri,Million dollars,2001,77.7907
Beef and veal,Missouri,Million dollars,2002,69.0812
Beef and veal,Missouri,Million dollars,2003,102.6455
Beef and veal,Missouri,Million dollars,2004,22.6574
Beef and veal,Missouri,Million dollars,2005,39.1092
Beef and veal,Missouri,Million dollars,2006,59.8312
Beef and veal,Missouri,Million dollars,2007,74.9521
Beef and veal,Missouri,Million dollars,2008,83.5423
Beef and veal,Missouri,Million dollars,2009,87.3516
Beef and veal,Missouri,Million dollars,2010,112.5024
Beef and veal,Missouri,Million dollars,2011,137.2346
Beef and veal,Missouri,Million dollars,2012,152.579
Beef and veal,Missouri,Million dollars,2013,135.8493
Beef and veal,Missouri,Million dollars,2014,179.8696
Beef and veal,Missouri,Million dollars,2015,165.8716
Beef and veal,Missouri,Million dollars,2016,153.3088
Beef and veal,Missouri,Million dollars,2017,210.6333
Beef and veal,Missouri,Million dollars,2018,270.4601
Beef and veal,Missouri,Million dollars,2019,232.9666
Beef and veal,Missouri,Million dollars,2020,197.0589
Beef and veal,Missouri,Million dollars,2022,303.69
Beef and veal,Missouri,Million dollars,2023,309.7089
Beef and veal,Missouri,Million dollars,2021,318.2448
Beef and veal,Montana,Million dollars,2000,85.7457
Beef and veal,Montana,Million dollars,2001,81.123
Beef and veal,Montana,Million dollars,2002,73.0394
Beef and veal,Montana,Million dollars,2003,81.9755
Beef and veal,Montana,Million dollars,2004,18.4448
Beef and veal,Montana,Million dollars,2005,30.0568
Beef and veal,Montana,Million dollars,2006,43.396
Beef and veal,Montana,Million dollars,2007,50.6144
Beef and veal,Montana,Million dollars,2008,64.1089
Beef and veal,Montana,Million dollars,2009,67.0989
Beef and veal,Montana,Million dollars,2010,86.2676
Beef and veal,Montana,Million dollars,2011,105.0233
Beef and veal,Montana,Million dollars,2012,112.5045
Beef and veal,Montana,Million dollars,2013,139.3973
Beef and veal,Montana,Million dollars,2014,175.639
Beef and veal,Montana,Million dollars,2015,132.211
Beef and veal,Montana,Million dollars,2016,141.0096
Beef and veal,Montana,Million dollars,2017,163.2467
Beef and veal,Montana,Million dollars,2018,169.0143
Beef and veal,Montana,Million dollars,2019,165.7035
Beef and veal,Montana,Million dollars,2020,154.2597
Beef and veal,Montana,Million dollars,2022,218.5052
Beef and veal,Montana,Million dollars,2023,191.7088
Beef and veal,Montana,Million dollars,2021,223.6037
Beef and veal,Nebraska,Million dollars,2000,437.9254
Beef and veal,Nebraska,Million dollars,2001,425.5155
Beef and veal,Nebraska,Million dollars,2002,417.0272
Beef and veal,Nebraska,Million dollars,2003,502.0512
Beef and veal,Nebraska,Million dollars,2004,105.5317
Beef and veal,Nebraska,Million dollars,2005,183.135
Beef and veal,Nebraska,Million dollars,2006,278.6099
Beef and veal,Nebraska,Million dollars,2007,380.8894
Beef and veal,Nebraska,Million dollars,2008,466.9443
Beef and veal,Nebraska,Million dollars,2009,439.7715
Beef and veal,Nebraska,Million dollars,2010,564.5254
Beef and veal,Nebraska,Million dollars,2011,762.21
Beef and veal,Nebraska,Million dollars,2012,832.1899
Beef and veal,Nebraska,Million dollars,2013,943.227
Beef and veal,Nebraska,Million dollars,2014,1129.2743
Beef and veal,Nebraska,Million dollars,2015,1020.7256
Beef and veal,Nebraska,Million dollars,2016,1096.0044
Beef and veal,Nebraska,Million dollars,2017,1102.024
Beef and veal,Nebraska,Million dollars,2018,1324.781
Beef and veal,Nebraska,Million dollars,2019,1289.6816
Beef and veal,Nebraska,Million dollars,2020,1162.3746
Beef and veal,Nebraska,Million dollars,2022,1855.6977
Beef and veal,Nebraska,Million dollars,2023,1590.0387
Beef and veal,Nebraska,Million dollars,2021,1641.7874
Beef and veal,Nevada,Million dollars,2000,14.8683
Beef and veal,Nevada,Million dollars,2001,16.1639
Beef and veal,Nevada,Million dollars,2002,11.9821
Beef and veal,Nevada,Million dollars,2003,15.5354
Beef and veal,Nevada,Million dollars,2004,3.5957
Beef and veal,Nevada,Million dollars,2005,5.856
Beef and veal,Nevada,Million dollars,2006,8.2909
Beef and veal,Nevada,Million dollars,2007,10.5199
Beef and veal,Nevada,Million dollars,2008,12.2274
Beef and veal,Nevada,Million dollars,2009,13.5634
Beef and veal,Nevada,Million dollars,2010,17.3325
Beef and veal,Nevada,Million dollars,2011,21.8352
Beef and veal,Nevada,Million dollars,2012,24.434
Beef and veal,Nevada,Million dollars,2013,27.0599
Beef and veal,Nevada,Million dollars,2014,34.4861
Beef and veal,Nevada,Million dollars,2015,32.0933
Beef and veal,Nevada,Million dollars,2016,29.2611
Beef and veal,Nevada,Million dollars,2017,33.417
Beef and veal,Nevada,Million dollars,2018,40.5895
Beef and veal,Nevada,Million dollars,2019,38.3575
Beef and veal,Nevada,Million dollars,2020,38.2239
Beef and veal,Nevada,Million dollars,2022,51.8338
Beef and veal,Nevada,Million dollars,2023,46.3048
Beef and veal,Nevada,Million dollars,2021,53.8769
Beef and veal,New Hampshire,Million dollars,2000,0.8387
Beef and veal,New Hampshire,Million dollars,2001,0.5932
Beef and veal,New Hampshire,Million dollars,2002,0.5485
Beef and veal,New Hampshire,Million dollars,2003,0.5539
Beef and veal,New Hampshire,Million dollars,2004,0.1192
Beef and veal,New Hampshire,Million dollars,2005,0.246
Beef and veal,New Hampshire,Million dollars,2006,0.4349
Beef and veal,New Hampshire,Million dollars,2007,0.3277
Beef and veal,New Hampshire,Million dollars,2008,0.3469
Beef and veal,New Hampshire,Million dollars,2009,0.4939
Beef and veal,New Hampshire,Million dollars,2010,0.6112
Beef and veal,New Hampshire,Million dollars,2011,0.611
Beef and veal,New Hampshire,Million dollars,2012,1.0385
Beef and veal,New Hampshire,Million dollars,2013,0.8847
Beef and veal,New Hampshire,Million dollars,2014,1.3512
Beef and veal,New Hampshire,Million dollars,2015,0.7494
Beef and veal,New Hampshire,Million dollars,2016,0.924
Beef and veal,New Hampshire,Million dollars,2017,0.8391
Beef and veal,New Hampshire,Million dollars,2018,1.2088
Beef and veal,New Hampshire,Million dollars,2019,0.9907
Beef and veal,New Hampshire,Million dollars,2020,1.0366
Beef and veal,New Hampshire,Million dollars,2022,1.3495
Beef and veal,New Hampshire,Million dollars,2023,1.4343
Beef and veal,New Hampshire,Million dollars,2021,1.2356
Beef and veal,New Jersey,Million dollars,2000,0.6782
Beef and veal,New Jersey,Million dollars,2001,0.7723
Beef and veal,New Jersey,Million dollars,2002,0.5007
Beef and veal,New Jersey,Million dollars,2003,0.5929
Beef and veal,New Jersey,Million dollars,2004,0.1304
Beef and veal,New Jersey,Million dollars,2005,0.2414
Beef and veal,New Jersey,Million dollars,2006,0.4047
Beef and veal,New Jersey,Million dollars,2007,0.2804
Beef and veal,New Jersey,Million dollars,2008,0.3444
Beef and veal,New Jersey,Million dollars,2009,0.4048
Beef and veal,New Jersey,Million dollars,2010,0.5599
Beef and veal,New Jersey,Million dollars,2011,0.7691
Beef and veal,New Jersey,Million dollars,2012,0.7086
Beef and veal,New Jersey,Million dollars,2013,1.0872
Beef and veal,New Jersey,Million dollars,2014,0.8363
Beef and veal,New Jersey,Million dollars,2015,0.9313
Beef and veal,New Jersey,Million dollars,2016,0.7529
Beef and veal,New Jersey,Million dollars,2017,0.6763
Beef and veal,New Jersey,Million dollars,2018,0.7243
Beef and veal,New Jersey,Million dollars,2019,1.1129
Beef and veal,New Jersey,Million dollars,2020,1.2452
Beef and veal,New Jersey,Million dollars,2022,2.0388
Beef and veal,New Jersey,Million dollars,2023,1.7765
Beef and veal,New Jersey,Million dollars,2021,1.6183
Beef and veal,New Mexico,Million dollars,2000,81.4804
Beef and veal,New Mexico,Million dollars,2001,67.7774
Beef and veal,New Mexico,Million dollars,2002,51.4197
Beef and veal,New Mexico,Million dollars,2003,64.4506
Beef and veal,New Mexico,Million dollars,2004,16.0256
Beef and veal,New Mexico,Million dollars,2005,26.7175
Beef and veal,New Mexico,Million dollars,2006,38.3954
Beef and veal,New Mexico,Million dollars,2007,50.907
Beef and veal,New Mexico,Million dollars,2008,64.7412
Beef and veal,New Mexico,Million dollars,2009,62.13
Beef and veal,New Mexico,Million dollars,2010,83.1713
Beef and veal,New Mexico,Million dollars,2011,117.1993
Beef and veal,New Mexico,Million dollars,2012,118.7904
Beef and veal,New Mexico,Million dollars,2013,87.4263
Beef and veal,New Mexico,Million dollars,2014,95.9999
Beef and veal,New Mexico,Million dollars,2015,79.6427
Beef and veal,New Mexico,Million dollars,2016,89.4288
Beef and veal,New Mexico,Million dollars,2017,87.5581
Beef and veal,New Mexico,Million dollars,2018,116.5054
Beef and veal,New Mexico,Million dollars,2019,121.4583
Beef and veal,New Mexico,Million dollars,2020,116.2766
Beef and veal,New Mexico,Million dollars,2022,158.7917
Beef and veal,New Mexico,Million dollars,2023,169.1572
Beef and veal,New Mexico,Million dollars,2021,152.6343
Beef and veal,New York,Million dollars,2000,15.2975
Beef and veal,New York,Million dollars,2001,12.7265
Beef and veal,New York,Million dollars,2002,9.0418
Beef and veal,New York,Million dollars,2003,10.2641
Beef and veal,New York,Million dollars,2004,2.1684
Beef and veal,New York,Million dollars,2005,4.845
Beef and veal,New York,Million dollars,2006,6.1736
Beef and veal,New York,Million dollars,2007,5.5182
Beef and veal,New York,Million dollars,2008,10.083
Beef and veal,New York,Million dollars,2009,8.4908
Beef and veal,New York,Million dollars,2010,14.2198
Beef and veal,New York,Million dollars,2011,22.1842
Beef and veal,New York,Million dollars,2012,27.0938
Beef and veal,New York,Million dollars,2013,25.5068
Beef and veal,New York,Million dollars,2014,36.4242
Beef and veal,New York,Million dollars,2015,30.3973
Beef and veal,New York,Million dollars,2016,26.9985
Beef and veal,New York,Million dollars,2017,36.0043
Beef and veal,New York,Million dollars,2018,42.2655
Beef and veal,New York,Million dollars,2019,32.5544
Beef and veal,New York,Million dollars,2020,35.1025
Beef and veal,New York,Million dollars,2022,48.7948
Beef and veal,New York,Million dollars,2023,42.2532
Beef and veal,New York,Million dollars,2021,47.1146
Beef and veal,North Carolina,Million dollars,2000,20.5325
Beef and veal,North Carolina,Million dollars,2001,19.1243
Beef and veal,North Carolina,Million dollars,2002,18.8245
Beef and veal,North Carolina,Million dollars,2003,18.7067
Beef and veal,North Carolina,Million dollars,2004,4.4017
Beef and veal,North Carolina,Million dollars,2005,6.9623
Beef and veal,North Carolina,Million dollars,2006,9.2574
Beef and veal,North Carolina,Million dollars,2007,11.3412
Beef and veal,North Carolina,Million dollars,2008,13.0667
Beef and veal,North Carolina,Million dollars,2009,15.0697
Beef and veal,North Carolina,Million dollars,2010,18.4614
Beef and veal,North Carolina,Million dollars,2011,24.7806
Beef and veal,North Carolina,Million dollars,2012,26.0796
Beef and veal,North Carolina,Million dollars,2013,28.9389
Beef and veal,North Carolina,Million dollars,2014,37.8781
Beef and veal,North Carolina,Million dollars,2015,33.0439
Beef and veal,North Carolina,Million dollars,2016,25.494
Beef and veal,North Carolina,Million dollars,2017,33.3711
Beef and veal,North Carolina,Million dollars,2018,31.0713
Beef and veal,North Carolina,Million dollars,2019,26.2517
Beef and veal,North Carolina,Million dollars,2020,28.4584
Beef and veal,North Carolina,Million dollars,2022,42.3696
Beef and veal,North Carolina,Million dollars,2023,32.2426
Beef and veal,North Carolina,Million dollars,2021,38.0707
Beef and veal,North Dakota,Million dollars,2000,41.3361
Beef and veal,North Dakota,Million dollars,2001,49.1914
Beef and veal,North Dakota,Million dollars,2002,51.4858
Beef and veal,North Dakota,Million dollars,2003,58.7521
Beef and veal,North Dakota,Million dollars,2004,12.5846
Beef and veal,North Dakota,Million dollars,2005,22.33
Beef and veal,North Dakota,Million dollars,2006,29.811
Beef and veal,North Dakota,Million dollars,2007,40.8299
Beef and veal,North Dakota,Million dollars,2008,46.3184
Beef and veal,North Dakota,Million dollars,2009,42.93
Beef and veal,North Dakota,Million dollars,2010,58.1343
